user_id,monthly_tx_count,avg_tx_value_eur,savings_balance_eur,logins_per_week,p2p_transfers_month,tenure_days,monthly_revenue
0,39.21886831901772,38.760095362557024,5875.225597903229,12.41084707458682,10.097929622692327,367.9128197255073,32.38352120950186
1,36.73502963062567,44.89919305497427,5073.47803621321,12.319096962294243,15.555583870857896,422.64122790244863,35.3817236209041
2,39.87003736900818,39.84424522270057,5684.375392041249,9.561676098756502,15.756900602614545,418.00296356054986,31.44541290936422
3,35.276281822384234,52.335248032044184,5422.735258965599,10.357508266755339,13.295732899023541,441.29236742213396,33.09633219309224
4,39.65093044638395,47.5849260180473,6570.823800435231,10.390377475423076,12.975514541856926,387.4490908700849,33.847938267726484
5,42.51588917088357,44.31631525407075,5079.921761518736,9.76327817646314,15.301185575649402,449.7301668481377,33.62946280491558
6,35.337961170845226,46.39296793840032,5558.342904570364,11.32803289509352,15.74285755589638,428.9438219509873,34.036740689215684
7,38.270316277955565,46.7347163921399,5815.64411291927,8.8142662702165,13.360657567285397,401.1850938282882,30.083366455269974
8,36.89943099509326,53.96964786740638,5067.084442153378,12.452417531887221,10.634260456768391,406.604598800569,32.48825919531502
9,40.344889325437116,49.26735947875713,5896.673617599962,10.476912391627344,13.075296414670866,454.31903525028616,31.426087025355155
10,32.89725470664831,38.200276715979115,5040.273856999194,11.745741116080646,14.284851472141131,447.6194141627107,30.7182420609904
11,38.634158764306854,48.75354236380402,5345.326730139881,11.685162856336117,12.676148117866697,405.47784613739714,30.85478631800501
12,33.21664141764384,47.92183488471349,5265.298829898638,11.018741178091531,14.961493317811819,437.86124704119777,33.996155326918355
13,37.60605806196231,42.46021012773508,5460.1408945468,8.468998349062955,11.105775055153826,367.0920155058239,29.008259517195555
14,39.59909690689375,39.56712566783963,5310.918722980306,12.948842446679098,13.287472057877148,449.50062273868343,29.19914695997037
15,37.17824976852948,39.299867670536514,5330.483462049719,12.260462206186093,10.545359153615303,437.3769457418343,32.71320680699684
16,35.62340017721282,36.323652873669275,5536.064753856935,10.205760936404296,14.465352422709408,420.8740858209377,36.80533667396275
17,37.0425774901079,38.85901504426881,5589.6378174781585,11.329995025957647,16.718375150480874,453.4044498365831,33.07061317744853
18,43.85321156487825,37.867421674062896,5180.124233625126,9.610136087891712,13.220380393688464,364.93255409774764,33.90545284044321
19,37.111109211604905,36.17516223298405,4992.210459396229,11.470270771175294,15.676253135788762,499.86923566767143,40.74158739802199
20,39.65763773310398,39.062771279808814,4433.976859634346,11.401567193515755,12.374117809379348,403.3857095928126,30.163709602820575
21,37.43683645433446,51.39588138472586,5578.524283722672,10.762047744441968,11.928692494348377,353.01268221182573,30.541076272780007
22,37.78486979672672,55.6075794814793,5565.137260736443,12.474109266534587,13.001408802921695,372.60224934331904,29.104649713302884
23,35.099095741856985,57.770818394610984,5089.306660387807,12.257733805604516,12.194145643825948,457.2629205149698,33.15485289831759
24,37.37344840936764,44.7554248431874,5172.606152285305,11.66910830222312,13.09003303931844,370.97576944931006,28.166187277041143
25,38.690351670888475,54.47454753846261,5579.995806786719,10.822042510835177,14.571652279205086,472.240069668273,32.658147504091566
26,36.35629107666505,51.637732260359336,5714.378219230806,13.303633987993988,14.366468874443813,371.02123873118,27.895522402263005
27,44.603711728925,55.34199432469978,5410.240393358699,10.42521901829602,16.922888584484404,375.71817271826046,29.31581894313252
28,40.57330717875618,42.63236926284246,5497.439066639964,10.754835652213231,14.675149097597867,476.2992744525487,32.27175472070524
29,40.57575517310743,32.69896739381387,5475.640799034941,9.735154594560694,11.562373879152744,384.87390532284996,30.997629677897564
30,41.663610169424054,37.04164369356262,5515.3157462972085,10.273745849999631,13.344653811276078,460.1103130121842,33.61434631101178
31,43.34959242977097,44.0729659245006,5152.028694164648,10.66421177467925,14.484993582542444,427.06293433814847,28.7468357832999
32,38.36195912651149,46.36936998083343,6758.73701876696,13.815266916922505,12.29351329888236,408.50466553803295,27.60967399448899
33,35.637171944146054,46.893630021542045,6102.926810444117,9.906374243384587,12.691707119864407,334.1084388104538,31.512002238365277
34,33.750342352561745,41.82336343580356,5061.569610916205,10.858606168621165,10.484543217286738,361.3181901843604,38.38774133608489
35,32.850309674903876,38.41928652927216,6418.456764160657,15.35760075386061,11.656866742349317,405.27004172847876,33.02466665282153
36,44.91479057762237,39.07885752943058,5377.361077028945,12.166006364092617,14.869532148933237,404.95375715079604,31.598531106451876
37,32.500416766520075,43.57095753615201,5366.806254995522,11.348254834439384,12.889345562361967,438.86154090180554,35.03814745345949
38,38.621717310673866,47.11053845039522,5526.577673788934,11.000126589637121,12.556883932914305,432.65977046693234,31.70814020475953
39,46.37267323572238,54.440129414851455,5692.92327627825,9.85541418545785,11.775177056033165,467.6457181235546,32.78824767544142
40,39.92057361356645,34.532484078154845,5963.719240779091,11.681630507321545,11.779138631171044,401.13900770200206,32.79115161306956
41,38.20986719342498,43.24697288517867,5448.255865967019,10.622033932689671,14.305125024204937,478.85967891972626,24.300024677206107
42,37.052598941961264,46.05907452823468,5647.99699484355,10.442128128018066,10.486556435042836,433.11981934856436,37.182050642492555
43,31.86455438033545,50.18296808218913,5335.737388438553,10.908013481256729,11.894202978592102,406.6217531057649,35.90013378409687
44,40.33062096795083,55.39386963245967,6088.705944488847,11.658630018394364,17.487869052335583,437.55972634953196,34.48396453039118
45,36.81371618586117,45.39927489515523,5151.288088349862,12.48437590189228,11.643392753770268,451.29401369670643,31.428046827484522
46,42.684988373869274,49.50521393238756,6410.3230788234005,12.096162036707968,10.85591948869352,417.32187308407197,28.483978422215554
47,35.9268806305349,54.06737059966033,5818.766905448848,9.951604357131881,11.972565267119203,421.3112837150504,28.350319551856618
48,35.315438890413674,46.87205682930746,6077.656018053348,11.913142208336659,9.417420982803801,432.1746691612104,32.216100719697735
49,39.65556114149077,54.697258089907244,4468.380861597629,10.113344862213342,15.18181264558671,356.7362240218423,36.42784714416052
50,39.473426450802634,50.07950391506042,5214.528169239103,12.220645534949316,16.136943111978077,429.31512080548674,32.70320267809609
51,39.0813729571269,39.81992841156371,5426.235659879823,10.771216201321462,14.76678772870699,459.9929698764118,28.82439175406477
52,37.49996387872169,53.88873328595384,5128.2058855937175,9.76662497406452,14.404612383662387,453.7754076194128,32.03427816668198
53,43.315842361747954,50.14076389539916,5920.910033445031,11.83117475198614,18.65530620069217,411.7935324453582,25.98943312380046
54,44.41701744606856,42.253803414259046,5553.940222171516,12.96432602729079,10.795480917882148,369.9341114357544,27.19616618864344
55,34.823454839898304,47.63781963610196,5762.093921406386,11.414411268992831,11.174468232215267,327.5958625346942,32.16306075617115
56,36.11289586544666,47.75631463029967,5850.976813110635,11.207362148088023,15.520266170751707,429.16845496460274,33.5901941168044
57,35.18130694852047,43.92233151701125,5598.388048328478,12.230792713126128,13.212517655550856,440.8466902292845,31.202483624253862
58,37.52983133068748,49.97711425214444,4503.469814472922,9.055291507887858,11.035629205114358,326.65535520606784,29.965206679534468
59,40.997735598910964,43.29069560170455,5598.895040970926,12.633826245066189,16.655372264535384,417.23448261095444,36.06075766870819
60,38.36850663373644,39.975610657035226,5202.799823900632,8.779195231152475,12.223732292532695,405.67933247702285,34.410755058135805
61,44.88307932466394,36.70691090773776,5696.413734129959,9.439184091263698,14.949394176926404,414.75653397249096,26.50728252245741
62,41.713187966273935,41.36999572314761,5233.049880813222,9.395371383065465,12.691433446624888,437.11561762779667,31.432266977190782
63,39.314648009129925,47.17153112357306,6160.330827764084,10.48582077370343,11.046284366308537,462.6888966628793,31.005535483708236
64,42.45836977830951,47.30026267909482,5434.431234898328,11.523163841069442,17.9020251202526,503.07922116215013,32.20814340539834
65,38.6407623732683,51.457440944798314,5077.169483616326,11.499605558927383,13.948274304092287,432.5563284583021,29.499893582151785
66,31.641730026764122,32.562099384052246,4941.307943505196,10.311987072591,13.413616826702476,497.48924649718066,35.317980109721894
67,34.15163553463349,47.08625071470574,5296.460881824837,10.573454242939857,14.370651298830763,444.7668446790157,30.982224548347954
68,42.25540613093743,38.148370643145576,5503.1695311811345,14.896510589893747,14.44615948525055,477.3285802642469,32.27456053451962
69,40.32310838131919,44.65930083364385,5414.796209417897,9.83077640491187,14.860602717915107,385.93851243256927,33.996755708940285
70,42.34114801778364,47.19918844342338,5356.875633222154,11.680948368963044,13.382653888907175,457.42188501860596,26.50578174735463
71,36.657570527525415,33.05512802925601,4752.469584886398,13.045793344720863,15.790369963943371,391.2207906686084,27.49248963187731
72,26.141884648633393,41.739026952404195,6710.207506123701,11.65232640719547,12.880855427901022,438.60320838001223,27.317124941016672
73,36.810706549209456,45.59686483809443,5456.949674089476,12.186209182535121,14.689290452472104,446.7330407243199,29.934883153307723
74,41.59126163364219,54.77362168574395,5014.925240174293,9.66845651642816,16.671568672640465,412.3462405321976,36.21146417619967
75,36.229857152431265,53.730273457624264,5565.742908402726,11.387343234984042,17.12943604333981,405.5291809022332,29.176633712225126
76,36.20574316788658,47.71400370385883,4717.120463909743,11.956206353976683,12.922457364764513,465.91250642934256,24.817219085298586
77,34.853736899583325,34.88119109259539,5086.885266818023,11.371498851663414,13.64154674910049,409.8648972420794,31.522445385859818
78,38.813552962479775,38.948783748341356,5853.424820449525,11.993998955578226,14.770075875312202,442.2613377100505,32.88925400242598
79,46.14029321092427,44.47743497368494,5346.458390832711,9.869708629463933,11.935474658844326,370.221128495957,29.333608060307245
80,37.717278473391715,47.00577077098629,5525.5710292760805,9.85169708385543,15.800369128039927,449.5765068920379,31.521055077733948
81,35.388335421341154,48.2905675249788,5593.986793743053,8.827809110877428,13.86403948803119,430.48143248297526,29.30091564053674
82,38.75937357134977,36.27106508845327,6168.093050006086,12.871924977589147,13.49496533139407,434.5381735135629,24.770234102600377
83,33.37460935893867,43.23732647908722,4963.93348928657,12.071594723945989,17.994593061495987,372.93541122282795,29.48760978774442
84,38.94179347323972,54.66669689099773,4888.812843730048,11.373554183460413,17.64259770162622,353.92963407282934,28.156792379462505
85,36.30557357415665,41.87646952286753,5906.3006438768225,11.362489579731257,10.450075880715744,440.61641611603244,30.267383337933047
86,43.097788867764955,41.23447478137848,5181.692358448882,11.811697416206798,15.525852964673874,437.92397455744816,26.943208047845573
87,40.15213775971301,38.79415168995361,5617.638055794132,8.86439834690141,14.892644295086127,387.7360438277051,28.152096049218436
88,40.855280545929595,46.44986713006051,5193.0115993035515,13.176768273531597,13.118695156860515,421.28430695883736,32.806740343035806
89,35.521336263485544,47.82681776039958,5233.273826417638,10.382542516675686,16.72528527960668,378.3765578995027,24.761659007211527
90,44.443747980047576,60.29596771564202,5297.365367275334,8.094742939069722,13.379032047608112,408.55108200637324,31.43022847693323
91,33.54644783231261,48.477366854858865,5762.253687643043,8.75839157027104,15.398393463389775,502.1073992778356,32.51588099731118
92,36.650699351725976,44.14798071355487,5807.628383484281,8.403992591739172,14.328781405954604,404.3814420214876,37.54347503886814
93,37.303309064780166,55.00732566671712,4948.129651108997,11.880888750204189,14.638800527582458,385.2381100854087,32.53218834391082
94,42.8500753473264,43.05724977428039,4654.018675415118,10.973655760283831,12.195153810414975,406.3063624534447,31.75523669094464
95,31.17739113593793,35.30604996407593,5741.033417762763,10.215921955745479,8.870511316358865,451.3937614643254,32.81710926582272
96,35.144500703854064,37.09901873365055,5917.903948157169,11.524025933840644,18.765204565368148,436.8075439489975,33.16310942378605
97,37.33228827956574,49.90065520320475,5812.542600624077,12.877587512847793,12.95735416272543,402.58370108224153,30.56269048726406
98,41.163206884715954,53.99024664178039,5270.57975342535,10.362839408310363,14.628154447739599,410.16953999948396,34.85616095941967
99,28.992890837523813,40.03976971849863,5108.791833019277,7.519465981420783,12.072723111262391,383.39375536616296,31.39668603644351
100,42.45186356664105,43.52963609285579,4984.593139864423,10.914568188179707,16.0983472428827,380.9616473554038,29.268275348235655
101,40.23419583709689,43.670783305615196,5823.742345354737,10.979529812307055,15.403327296179134,378.59687543837435,31.963746047635198
102,37.15723994254737,37.70465445537522,4718.261026065656,12.028623552911993,13.298095235564045,379.10878873410684,31.711463189230003
103,42.512075429397214,31.315572927768464,4751.680655048337,9.615670337157098,16.92235773344066,431.30347931677187,34.30195172138368
104,33.439356323495076,38.28278474837684,5723.906858361355,11.08741149640317,15.097477637728254,412.4931603628619,32.83443117936388
105,38.63247633962044,49.66660433450955,5903.504140972235,8.570192008412345,9.505462889318288,460.0698159060603,35.56317527978581
106,33.91750792194665,33.84098756072623,5549.5174105036,12.396257339525794,17.59518904486863,440.651902884058,30.884849910242917
107,34.42747751366055,45.068707750023925,5350.367648057372,9.477398141406775,18.097511301726573,491.40673608288523,35.40814605066628
108,34.31659840876349,50.13011594578367,5819.813204748951,11.66381843630608,16.499330534087555,445.4148457144511,34.220042708913006
109,40.54762513348884,47.04474844801263,4608.194435142908,11.125431616115836,12.887616082301749,368.8063616943992,37.04544985790247
110,44.91598136354281,53.155323601773674,5627.6067084279375,13.025937681428985,14.024106361203652,428.11189107591116,28.719585888614052
111,39.58796521799536,45.3623155705465,4848.673941582768,10.923204332275105,13.840540872286383,491.9024466657856,34.68263998554023
112,38.04578175636586,46.4927238588065,5522.106189052099,10.695629022806678,11.835145605223426,413.95792489572284,29.76170523004246
113,32.99873784430741,48.06733088728521,5695.632329966617,8.319938732947882,13.754630725009745,459.82805543599693,35.177671216688964
114,42.103347371540956,45.23347924140876,5077.477336015424,9.374451758962909,14.689209809500715,435.17120137460654,35.861993334815196
115,42.399918601368334,44.20662806081297,4877.897060569565,10.521340104483654,14.43446238962105,411.9166701844238,30.266317675767034
116,39.0115392598796,41.97625355153634,5185.966958137313,11.467179251455159,13.19601483974159,429.76417555913406,32.81961206855637
117,33.4422839956337,42.11255325680753,6218.888469958231,9.256880730898569,9.766691102058939,345.52619387029955,32.08732983973001
118,38.1236691121308,44.29433486744927,6107.094914464251,6.990748350345593,14.791867748861648,482.45752807214296,28.616657705324858
119,36.48077395284042,40.48264849662827,5052.826976961235,10.51060699246544,16.85497056736901,493.4954670195008,30.992182324879558
120,45.62024085625788,45.213458861907746,6376.84551335054,10.860052025519762,14.26211565209229,434.6189789057134,41.536561038102604
121,41.40514229937916,40.75641282029122,5984.498935137929,10.457251194373487,13.020499634197582,456.34405439568445,32.093256763313455
122,39.11430365804723,45.08391133119176,5668.291563302717,11.637448846154223,10.12606613458917,446.66290674438136,29.0539417405091
123,32.230803457762356,44.64953253684791,5541.9905016572275,9.95974075314158,15.662063715335949,366.3129933451637,30.779168753682324
124,35.660503460267996,44.72047637796396,5639.43214232362,9.488160575564683,15.448565354912457,422.52009473338796,26.32416124006427
125,30.165634238411876,44.92608424242413,5389.516341106823,10.84486982963805,13.944035086939564,429.02239358040725,34.8429488295449
126,33.555580396329766,37.96817044259523,4953.338071056309,11.43337500075306,16.48989475729289,402.7464224704196,24.494900467521035
127,31.184028549558498,40.00177966322393,5221.135556252392,10.38741705911791,14.077162245961834,407.5301467671021,35.148018831630225
128,35.29593077727453,39.82609224314674,5739.437769260231,8.696536895110821,14.779383410640005,424.10212734905065,31.557672530245497
129,44.35310442859705,41.266755328231696,6530.149085262039,10.661852826157851,11.445967110059543,422.796783239793,28.771264399043694
130,34.992976608746,47.38219980009295,5777.791044325062,10.066748449618613,15.974810290092801,466.30031032084537,36.30890526968987
131,40.117653628502886,53.18057227251419,4559.600786012971,10.523140177057305,12.265989487353147,424.76903444509566,30.285652342409787
132,37.33536863220107,56.2930492812243,5415.140101789811,11.620688475785322,13.53546134015153,423.0285315182733,32.018050041308214
133,39.793296263892636,51.991845213283064,6323.696998801664,11.46443012286375,15.179093772071205,373.9654196325773,31.73636977275314
134,41.76115785953436,50.19581183050292,5605.804866397525,12.32959093935193,14.981533417987638,468.01225033037286,32.868077470871334
135,36.57720673771586,47.01504754159814,4034.702812073612,11.574328604577573,6.703174349570433,351.06146370378326,33.355305802822954
136,39.91011734906718,38.025427319160414,5143.94897906053,13.055811482921198,13.031939736854648,509.7168124961194,31.99424044047096
137,39.632144707525065,54.70124639099164,5565.51355809671,9.496484028963799,13.78054509661142,418.57557055239636,27.905775043395302
138,36.97667171463671,40.54684743601538,5962.178878593717,11.051917811277884,13.43440850170486,415.75272277509697,32.6693660552185
139,40.46725679875912,39.001726627983714,4979.2061836893645,12.657018823103796,13.175326255590539,363.326316296125,33.331438128149316
140,39.853479224130744,35.81570845645976,5614.740857731803,12.10337463864256,14.748772903412526,445.2792593504558,27.787192705727755
141,39.32416061998478,43.18428144317732,5258.604920637677,12.305833414129589,16.95854902134846,491.77480218401433,35.94442361451772
